Name,Description,Description (with html),Override url,Type,NEW CUSTOM ADDRESS/WHAT3WORDS,Image 1,Latitude,Longitude,Destination,Region,Region 2,Image 2,Image 3,Image 4,Image 5
Sauzal,"Sauzal is a small village and wine region in the Maule Valley of Central Chile, known for its traditional, small-scale producers who make high-quality wines from old vineyards.","<p>Sauzal is a small village and wine region in the Maule Valley of Central Chile, known for its traditional, small-scale producers who make high-quality wines from old vineyards.</p>",,Winery,,,-35.721037,-72.126098,Patagonia,Santiago and Central Chile,,,,,
Seno Moyano,"The Seno Moyano, or Moyano Sound, branches off from Lago Viedma and is located in the Los Glaciares National Park.","<p>The Seno Moyano, or Moyano Sound, branches off from Lago Viedma and is located in the Los Glaciares National Park.</p>",,Fjord,,,-49.6736,-72.9763,Patagonia,Los Glaciares,,,,,
Seno Otway Penguin Reserve,"Close to Punta Arenas, Seno Otway is a fantastic place to see a Patagonian penguin colony, which makes its home here each year from October to March.","<p>Close to Punta Arenas, Seno Otway is a fantastic place to see a Patagonian penguin colony, which makes its home here each year from October to March.</p>",chile/torres-del-paine/punta-arenas/seno-otway-reserve,Landing Site,,https://imgix.swoop-patagonia.com/Senot_Otway_Penguins_cropscale_360x217.jpg,-53.1,-71.2,Patagonia,Torres del Paine,,,,,
Seno Última Esperanza (Last Hope Sound),"Seno Última Esperanza gets its name from Captain Juan de Ladrillero, who in 1557 went searching for the western entrance to the Strait of Magellan. After several weeks of searching, and in desperate need of food and water, he eventually found this fjord and was able to stock up on provisions in what is now Puerto Natales. Out of his joy at finding what he thought was the Strait, he named the fjord 'Seno Última Esperanza' or 'Sound of Last Hope'. A fun way to explore this fjord is by catching the ferry from Glaciar Serrano, just on the border of Torres del Paine National Park, down the Serrano river. On its way back to Puerto Natales, the ferry stops at Estancia Perales for you to enjoy a delicious lamb asado, before you continue on for the 2-hour journey back to Puerto Natales harbour. A handful of operators offer kayaking trips in the Seno Ultima Esperanza. This is a peaceful location where you can paddle up to a waterfall and camp out on the fjord's green banks.","<p>Seno Última Esperanza gets its name from Captain Juan de Ladrillero, who in 1557 went searching for the western entrance to the Strait of Magellan. After several weeks of searching, and in desperate need of food and water, he eventually found this fjord and was able to stock up on provisions in what is now <a href=""/landmark/puerto-natales/"">Puerto Natales</a>. Out of his joy at finding what he thought was the Strait, he named the fjord 'Seno Última Esperanza' or 'Sound of Last Hope'.</p>↵<p>A fun way to explore this fjord is by catching the ferry from Glaciar Serrano, just on the border of Torres del Paine National Park, down the <a href=""/landmark/rio-serrano-serrano-glaciar/"">Serrano river</a>. On its way back to Puerto Natales, the ferry stops at Estancia Perales for you to enjoy a delicious lamb asado, before you continue on for the 2-hour journey back to Puerto Natales harbour.</p>↵<p>A handful of operators offer <a href=""/patagonia/kayaking/"">kayaking trips</a> in the Seno Ultima Esperanza. This is a peaceful location where you can paddle up to a waterfall and camp out on the fjord's green banks.</p>",chile/torres-del-paine/seno-ultima-esperanza,Fjord,,https://imgix.swoop-patagonia.com/Last_Hope_Sound.jpg,-51.48223813,-73.0721283,Patagonia,Torres del Paine,,,,,
Serrano Camp,Serrano Camp is a designated camping area located near the Serrano River and the southern entrance of Torres del Paine National Park in Chilean Patagonia. It serves as a popular and convenient base for trekkers and visitors exploring the park's iconic trails and landscapes.,<p>Serrano Camp is a designated camping area located near the Serrano River and the southern entrance of Torres del Paine National Park in Chilean Patagonia. It serves as a popular and convenient base for trekkers and visitors exploring the park's iconic trails and landscapes.</p>,,Campsite,,,-51.2273684,-72.9717455,Patagonia,Torres del Paine,,,,,
Serrano Glacier,The Serrano Glacier lies on the border of Patagonia's most popular destination and national park - Torres del Paine . The glacier descends steeply into a lagoon surrounded by pine trees and is easily accessed with a 5-10 minute walk from the small pier and campsite near Puerto Toro.,"<p>The Serrano Glacier&nbsp;<span style=""color: inherit; line-height: 1.42857143;"">lies on the border of Patagonia's most popular destination and national park -</span><span style=""color: inherit; line-height: 1.42857143;"">&nbsp;</span><a href=""/torres-del-paine/"" target=""_self"" style=""background-color: white; line-height: 1.42857143;"">Torres del Paine</a><span style=""color: inherit; line-height: 1.42857143;"">. The glacier&nbsp;</span><span style=""color: inherit; line-height: 1.42857143;"">descends steeply into a lagoon surrounded by pine trees and is easily accessed with a 5-10 minute walk from the small pier and campsite near Puerto Toro.</span></p>",chile/torres-del-paine/glaciar-serrano,Glacier,,https://imgix.swoop-patagonia.com/HotelRioSerrano_RTD_4_Zodiac-Serrano-River.jpg,-51.41366158,-73.11573029,Patagonia,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_ALL_CarysSiney-Balmaceda-Serrano-Glacier.jpg,https://imgix.swoop-patagonia.com/SWO_4_FELIPE_ALL_Kayaking-at-Serrano-Glacier.jpg,,
Sierra Dorotea Hill,"Sierra Dorotea Hill (also known as Cerro Dorotea) is a prominent hill located just outside Puerto Natales in Chilean Patagonia. It offers incredible panoramic views of the city, the Ultima Esperanza Fjord, and a vast expanse of the Patagonian steppe, making it a popular spot for short hikes, horseback riding, or 4x4 tours to enjoy the scenery.",<p>Sierra Dorotea Hill</p>,chile/torres-del-paine/puerto-natales/sierra-dorotea-hill,Viewpoint,,,-51.585763,-72.322067,Patagonia,Welsh Patagonia and Ruta 40,,,,,
Sloggett Bay,"Sloggett Bay is located on the Mitre Peninsula in Tierra del Fuego. On the beach there is a large, disused gold dredger, last used in the early 1900s.","<p>Sloggett Bay is located on the Mitre Peninsula in Tierra del Fuego. On the beach there is a large, disused gold dredger, last used in the early 1900s.</p>",,Bay,,,-54.9969469,-66.3406022,Patagonia,Tierra del Fuego,,,,,
Socaire,"Socaire is a village on Route 23, south of San Pedro de Atacama. It is famous for its agricultural terraces and vast mountain views.","<p>Socaire is a village on Route 23, south of San Pedro de Atacama. It is famous for its agricultural terraces and vast mountain views.</p>",,Town,,,-23.5904492,-67.8896898,Patagonia,Atacama,,,,,
Sollipulli volcano,"Sollipulli volcano is an active stratovolcano located in the Araucanía Region of the Chilean Andes, notably distinguished by its large, ice-filled caldera. This unique feature makes it a challenging and rewarding destination for trekkers and mountaineers seeking a remote Patagonian adventure. 2,282 m (7,487 ft).","<p><span>2,282 m (7,487 ft)</span></p>",chile/lake-district/sollipuli-volcano,Volcano,,,-38.96634954,-71.51824951,Patagonia,Chilean Lakes,,,,,
South Shetland Islands,"The South Shetland Islands are a group of 20 islands and islets that were first reached in February 1819. The Islands are also the first piece of land after crossing the Drake Passage from Patagonia and before reaching Antarctica. The Islands are teaming with wildlife and are a must-see for anyone travelling on an Antarctic cruise. Here you can expect to see huge penguin rookeries and beaches teaming with seals. On King George Island, you can see cute Adélie and Chinstrap Penguins, as well as Kelp Gulls, Blue-eyed Cormorants, Antarctic Terns and Southern Giant Petrels. This is also where the Chilean and Argentinian goverments have their research bases.","<p>The South Shetland Islands are a group of 20 islands and islets that were first reached in February 1819. The Islands are also the first piece of land after crossing the <a href=""http://www.swoop-patagonia.co.uk/landmark/drake-passage/"">Drake Passage</a> from Patagonia and before reaching Antarctica.</p>↵<p>The Islands are teaming with wildlife and are a must-see for anyone travelling on an <a href=""http://www.swoop-patagonia.co.uk/antarctica/cruises/"">Antarctic cruise</a>. Here you can expect to see huge penguin rookeries and beaches teaming with seals. On King George Island, you can see cute Adélie and Chinstrap Penguins, as well as Kelp Gulls, Blue-eyed Cormorants, Antarctic Terns and Southern Giant Petrels. This is also where the Chilean and Argentinian goverments have their research bases.&nbsp;</p>",regions/tierra-del-fuego/south-shetland,Island,,https://imgix.swoop-patagonia.com/Half-Moon-Island_South-Shetland-Islands_Antarctica_DX-News_LU1ZS.jpg,-62.58963071,-59.91125234,Patagonia,Antarctica,,,,,
Spegazzini Glacier,"Whilst not the biggest of the major glaciers in Los Glaciares National Park, Spegazzini Glacier is a hugely impressive sight, if for no other reason than the sheer size of its wall, which can tower as high as 135 metres (440 feet). Where is it? Glaciar Sepgazzini sits on Lago Argentino, close to other major glacial sights in Los Glaciares such as Perito Moreno and Glaciar Upsala The closest main town is El Chalten - a small hikers' haven nestled amid the mountains, in the shadow of Mount Fitz Roy How to see it: Accessible only by boat, you can see this glacier along with several others by weaving between the moving icebergs of Lago Argentino The area is served by El Calafate's hotels and airport, and by the various places to stay in El Chalten Find out more about Patagonia's glaciers.","<p>Whilst not the biggest of the major glaciers in&nbsp;<a href=""/los-glaciares/"" target=""_self"">Los Glaciares National Park</a>, Spegazzini Glacier is a hugely impressive sight, if for no other  reason than the sheer size of its wall, which can tower as high as 135 metres (440 feet).</p>↵<h3>Where is it?</h3>↵<ul>↵<li>Glaciar Sepgazzini sits on Lago Argentino, close to other major glacial sights in <a href=""/los-glaciares/"" target=""_self"">Los Glaciares</a> such as <a href=""/perito-moreno/"" target=""_self"">Perito Moreno</a> and <a href=""/landmark/upsala-glacier/"" target=""_self"">Glaciar Upsala</a></li>↵<li>The closest main town is&nbsp;<a href=""/el-chalten/"" target=""_self"">El Chalten</a> - a small hikers' haven nestled amid the mountains, in the shadow of Mount Fitz Roy</li>↵</ul>↵<h3>How to see it:</h3>↵<ul>↵<li>Accessible only by boat, you can see this glacier along with several others by&nbsp;<span style=""line-height: 18.5714302062988px;"">weaving between the moving icebergs of&nbsp;</span>Lago  Argentino</li>↵<li>The area is served by El Calafate's&nbsp;<a href=""/hotels-el-calafate/"" target=""_self"">hotels</a> and airport, and by the various <a href=""/hotels-el-chalten/"">places to stay in El Chalten</a></li>↵</ul>↵<p>Find out more about <a href=""/patagonias-glaciers/"">Patagonia's glaciers</a>.</p>",argentina/los-glaciares/spegazzini-glacier,Glacier,,,-50.242155,-73.337227,Patagonia,Los Glaciares,,,,,
Start of Lanín Volcano trek,Start the trek to the summit of Lanín Volcano by the Forest Rangers Office at the volcano's base.,<p>Start the trek to the summit of Lanín Volcano by the Forest Rangers Office at the volcano's base.</p>,,Trailhead,,,-39.5893721,-71.4298454,Patagonia,Argentine Lakes,,,,,
Tamango National Park,"Tamango National Park is a protected area in the Aysén Region of Chilean Patagonia, primarily known as a crucial habitat for the endangered Huemul (Andean deer). The park offers diverse landscapes ranging from Patagonian steppe to lenga forests, providing excellent opportunities for trekking and wildlife observation near the town of Cochrane.",<p>Tamango National Park</p>,chile/aysen/tamango-park,National Park,,,-47.178,-72.525,Patagonia,Aysen,,,,,
Temuco,"The capital city of Chile’s Araucanía region, Temuco is an important gateway to both the Chilean Lake District and the adventure capital of Pucón, as well as being the main access point for Conguíllo National Park. For Chileans it’s known best as the city where their national poet Pablo Neruda grew up and had some of his earliest poetry published. Temuco was founded in 1881 in the heartlands of Mapuche territory. It’s complicated colonial history is on display in the city’s Plaza de Armas Aníbal Pinto , named for the president who ordered the town’s creation. In the plaza’s centre stands a massive statue called Homenaje a la Regíon de la Araucanía (Tribute to the Araucanía Region), which shows a female Mapuche shaman with a raised drum on a rocky plinth surrounded on four sides by the Mapuche leader Kallfulifan, the conquistador-poet Alonso de Ercilla, a soldier of the pacification and a modern colonist. The excellent Museo Regional de la Araucanía has a strong focus on Mapuche culture. On the northern edge of Temuco, the Monumento Natural Cerro Ñielol is a 90 hectare reserve of native forest, on the spot where Mapuche leaders ceded their territory to the colonists for the founding of the town. The city is a major transport hub. Temuco’s Araucanía Airport (code ZCO) is 21km south of the city. From here it’s around a 90 minute flight to Santiago. Connections to Puerto Montt are also routed through Santiago; there are no direct flights from Temuco. Pucón is 105km south of Temuco – about a 90 minute drive. There are direct long distance buses to most cities in Chile, as well services to Bariloche in Argentina.","<p>The capital city of Chile’s Araucanía region, <b>Temuco</b> is an important gateway to both the <a href=""https://www.swoop-patagonia.com/chile/lake-district"" target=""_blank"">Chilean Lake District</a> and the adventure capital of <a href=""https://www.swoop-patagonia.com/chile/lake-district/pucon"" target=""_blank"">Pucón</a>, as well as being the main access point for Conguíllo National Park. For Chileans it’s known best as the city where their national poet Pablo Neruda grew up and had some of his earliest poetry published.&nbsp; </p><p>Temuco was founded in 1881 in the heartlands of Mapuche territory. It’s complicated colonial history is on display in the city’s <b>Plaza de Armas Aníbal Pinto</b>, named for the president who ordered the town’s creation. In the plaza’s centre stands a massive statue called <b>Homenaje a la Regíon de la Araucanía</b> (Tribute to the Araucanía Region), which shows a female Mapuche shaman with a raised drum on a rocky plinth surrounded on four sides by the Mapuche leader Kallfulifan, the conquistador-poet Alonso de Ercilla, a soldier of the pacification and a modern colonist. The excellent <b>Museo Regional de la Araucanía</b> has a strong focus on Mapuche culture. On the northern edge of Temuco, the <b>Monumento Natural Cerro Ñielol</b> is a 90 hectare reserve of native forest, on the spot where Mapuche leaders ceded their territory to the colonists for the founding of the town. </p><p>The city is a major transport hub. Temuco’s <b>Araucanía Airport </b>(code ZCO) is 21km south of the city. From here it’s around a 90 minute flight to Santiago. Connections to <a href=""https://www.swoop-patagonia.com/chile/lake-district/puerto-montt"" target=""_blank"">Puerto Montt</a> are also routed through Santiago; there are no direct flights from Temuco. <br></p><p>Pucón is 105km south of Temuco – about a 90 minute drive. There are direct long distance buses to most cities in Chile, as well services to Bariloche in Argentina. <br></p>",chile/lake-district/pucon/temuco,Town,,,-38.76265034,-72.57568359,Patagonia,Chilean Lakes,,,,,
Temuco Airport (ZCO),"Access to the Volcano region of northern Chilean Patagonia, and the adventure town of Pucon.","<p>Access to the Volcano region of northern Chilean Patagonia, and the adventure town of Pucon.</p>",chile/lake-district/pucon/temuco-airport,Airport,"Longitudinal Sur km 692, Freire, Chile",,-38.766933,-72.637852,Patagonia,Chilean Lakes,,,,,
Tepuhueico Park,Tepuhueico Park is located on the west on Chiloé Island and can be visited on a day trip from Castro. There are fantastic opportunities for hiking in the park and it's home to both pudu and Darwin's fox.,<p>Tepuhueico Park is located on the west on Chiloé Island and can be visited on a day trip from Castro. There are fantastic opportunities for hiking in the park and it's home to both pudu and Darwin's fox.<br></p>,,Attraction,,,-42.77176475,-74.06823575,Patagonia,Tepuhueico Park,,,,,
Termas de Quitralco,"These are hot springs in Quitralco Bay, which you can enjoy after cruising through Quitralco Fjord.","<p>These are hot springs in Quitralco Bay, which you can enjoy after cruising through Quitralco Fjord.</p>",chile/aysen/termas-quitralco,Attraction,,https://imgix.swoop-patagonia.com/Termas_de_Quitralco.jpg,-45.653203,-73.174617,Patagonia,Aysen,,,,,
The Marble Caves,"The Capillas de Marmol (the Marble Caves), also known as Catedral de Marmol (the Marble Cathedral), is an inredible natural attraction that draws hundreds of visitors every year to the little town of Puerto Tranquilo (from where boats and kayaks can be rented with which to visit). Created by the erosive effect of the blue water of Lago General Carrera lapping at the stone, the Cathedral looks like a beautiful piece of sculpted artwork.","<p>The Capillas de Marmol (the Marble Caves), also known as Catedral de Marmol (the Marble Cathedral), is an inredible natural attraction that draws hundreds of visitors every year to the little town of Puerto Tranquilo (from where boats and kayaks can be rented with which to visit). Created by the erosive effect of the blue water of Lago General Carrera lapping at the stone, the Cathedral looks like a beautiful piece of sculpted artwork.</p>",chile/aysen/marble-caves,Attraction,,,-46.635058,-72.64117,Patagonia,Aysen,,,,,
The Remota Hotel,"The Remota Hotel is located on the shore of Seno Ultima Esperanza, just outside of the small town of Puerto Natales, which lies on the edge of Torres del Paine National Park. The hotel, which occupies an old agricultural building, has comfortable rooms and stylish architecture. It is open all year round and offers a range of excursions into the national park. Find out more and check availability for the Remota Hotel.","<p>The Remota Hotel is located on the shore of Seno Ultima Esperanza, just outside of the small town of Puerto Natales, which lies on the edge of Torres del Paine National Park. The hotel, which occupies an old agricultural building, has comfortable rooms and stylish architecture. It is open all year round and offers a range of excursions into the national park.</p>↵<p>Find out more and check availability for the <a href=""/hotel-remota/"">Remota Hotel</a>.</p>",chile/torres-del-paine/puerto-natales/hotels/remota-hotel,Hotel,"Ruta 9 Norte, km 1.5, Puerto Natales",https://imgix.swoop-patagonia.com/Remota_Bedroom.JPG,-51.707609,-72.507766,Patagonia,Torres del Paine,,https://imgix.swoop-patagonia.com/Remota_Hotel_1.jpg,,,
The Singular Hotel Patagonia,"The Singular is a luxury hotel in Puerto Bories, around a two hour drive from Torres del Paine National Park. Despite being quite a distance outside of this national park, the hotel does offer trekking trips to the famous trails of Torres del Paine. The hotel's all inclusive packages include a variety of excursions in the surrounding landscape, as well as comfortable rooms and suites with views of the Last Hope Sound, and meals in the Singular's unique restaurant. Find out more and check availability for The Singular Hotel.","<p>The Singular is a luxury hotel in Puerto Bories, around a two hour drive from Torres del Paine National Park. Despite being quite a distance outside of this national park, the hotel does offer trekking trips to the famous trails of Torres del Paine. The hotel's all inclusive packages include a variety of excursions in the surrounding landscape, as well as comfortable rooms and suites with views of the Last Hope Sound, and meals in the Singular's unique restaurant.</p>↵<p>Find out more and check availability for <a href=""/singular-hotel-patagonia/"">The Singular Hotel</a>.</p>",chile/torres-del-paine/puerto-natales/hotels/singular-hotel,Hotel,"Km 5, 5 Norte Puerto Bories, Puerto Natales",https://imgix.swoop-patagonia.com/SINGULAR_5_RTD_Singular-Hotel-Nightime.JPG,-51.693309,-72.533435,Patagonia,Torres del Paine,,,,,
Tierra Patagonia,"Situated just outside Torres del Paine National Park to the East, Tierra Patagonia is a beautifully designed luxury hotel with stunning views over the park. The hotel provides excursions to all the main highlights of Torres del Paine, as well as the less visited sights that lie well off the beaten track, with experienced enthusiastic guides. Other offerings of the hotel include a spa, restaurant and open bar. &gt;&gt;&gt; Find out more about Tierra Patagonia","<p>Situated just outside Torres del Paine National Park to the East, Tierra Patagonia is a beautifully designed luxury hotel with stunning views over the park. The hotel provides excursions to all the main highlights of Torres del Paine, as well as the less visited sights that lie well off the beaten track, with experienced enthusiastic guides. Other offerings of the hotel include a spa, restaurant and open bar.</p>↵<p>&gt;&gt;&gt; Find out more about <a href=""/tierra-patagonia"">Tierra Patagonia</a></p>",chile/torres-del-paine/hotels/tierra-patagonia,Hotel,,https://imgix.swoop-patagonia.com/TP_External_Cropped.jpg,-51.035454,-72.583924,Patagonia,Torres del Paine,,,,,
Tigre,"The town of Tigre is situated in the north of Greater Buenos Aires, 28km (17 miles) north of Buenos Aires city. Tigre lies on the Paraná Delta and is a tourist and weekend destination.","<p>The town of Tigre is situated in the north of Greater Buenos Aires, 28km (17 miles) north of Buenos Aires city. Tigre lies on the Paraná Delta and is a tourist and weekend destination.</p>",,Town,,,-34.4221342,-58.5794532,Patagonia,Buenos Aires,,,,,
Tipiliuke Lodge,"This luxurious lodge is located in the heart of a working cattle ranch in the Argentinian Lake District. Fly fishing is the main activity on offer here, but it is also possible to take part in horse riding and hiking. The lodge has excellent facilities and provides good quality food and drink, and with just 9 rooms in the lodge, you'll receive a very personalised service.","<p>This luxurious lodge is located in the heart of a working cattle ranch in the Argentinian Lake District. Fly fishing is the main activity on offer here, but it is also possible to take part in horse riding and hiking. The lodge has excellent facilities and provides good quality food and drink, and with just 9 rooms in the lodge, you'll receive a very personalised service.</p>",argentina/lake-district/san-martin/tipiliuke-lodge,Lodge,"Estancia Cerro de Los Pinos, San Martin de los Andes, Neuquén, Argentina",https://imgix.swoop-patagonia.com/Tipiliuke.jpg,-40.10155436,-71.02001309,Patagonia,Argentine Lakes,,,,,
Tolhuaca volcano,"Tolhuaca volcano is a stratovolcano located in the Andes Mountains of southern Chile, known for its steep, glacially-eroded slopes and for dominating the landscape views in the nearby Tolhuaca National Park. 2,806 m (9,206 ft)","<p>2,806 m (9,206 ft)</p>",chile/lake-district/tolhuaca-volcano,Volcano,,,-38.31014396,-71.64459229,Patagonia,Santiago and Central Chile,,,,,
Tolhuin,On the edge of Lago Fagnano in Argentine Tierra del Fuego.,<p>On the edge of Lago Fagnano in Argentine Tierra del Fuego.</p>,regions/tierra-del-fuego/tolhuin,Town,,,-54.50513713,-67.18963623,Patagonia,Tierra del Fuego,,,,,
Torre Egger,"Torre Egger sits between Cerros Torre and Standhardt in a four mountain chain, of which the highest peak is Cerro Torre.","<p>Torre Egger sits between Cerros Torre and Standhardt in a four mountain chain, of which the highest peak is Cerro Torre.</p>",argentina/los-glaciares/el-chalten/torre-egger,Mountain,,,-49.290818,-73.096683,Patagonia,Los Glaciares,,,,,
Torre Sur,"Torre Sur is the highest of Las Torres, the three granite spires from which Torres del Paine National Park takes its name. On the most popular trekking routes in the park you can hike to a stunning lookout point onto these peaks.","<p>Torre Sur is the highest of Las Torres, the three granite spires from which Torres del Paine National Park takes its name. On the most popular trekking routes in the park you can hike to a stunning lookout point onto these peaks.</p>",chile/torres-del-paine/torre-sur,Mountain,,https://imgix.swoop-patagonia.com/Las_Torres.jpg,-50.958778,-72.995188,Patagonia,Torres del Paine,,,,,
Torres del Paine,"Torres del Paine is a world-famous national park in Chilean Patagonia, renowned for its dramatic granite peaks, massive glaciers, bright blue lakes, and abundant wildlife, offering some of the best multi-day trekking in the world.","<p>Torres del Paine is a world-famous national park in Chilean Patagonia, renowned for its dramatic granite peaks, massive glaciers, bright blue lakes, and abundant wildlife, offering some of the best multi-day trekking in the world.</p>",,National Park,,,-51.020139,-73.390309,Patagonia,Torres del Paine,,,,,
Torres del Paine look-out (via Valle Ascensio),"Trekking up Valle Ascencio to arrive at the Torres del Paine lookout is the highlight of the W Circuit or Full Circuit in Torres del Paine National park. Located at the East of the park, this viewpoint looks straight out onto the three granite 'torres' from which the park takes its name and beneath them, a still grey-blue lake.After having made the 2-hour journey by bus or private transfer into Torres del Paine National Park from Puerto Natales the day before, this day-trek up to the look-out (which is included in almost every operator's itinerary) starts from the base of Ascencio Valley, at Refugio Las Torres/Camping las Torres or Hotel Las Torres.The hike up to the look-out is considered by many as one of the most difficult days on the Full Circuit, alon g with Paso John Garner , as you ascend some 800 metres. It takes roughly 4 hours to reach the Torres del Paine viewpoint from the start of Valle Ascencio, a pretty windy place to trek in Patagonian summer so make sure to bring a windproof jacket if you're there between October to March. It's also important to bear in mind that the last 45 minutes up to the look-out are a steep uphill climb over rocks and sandy terrain, and many hikers take trekking poles to help their knees on the way back down. After trekking up to the look-out, hard-core climbers can continue up along Valle Silencio, past Campamento Japones and through dense rainforest for views of 'los Cuernos' mountains, Escudo (the Shield) and Fortaleza (the Fortress), as well as the back of the spectacular granite spires, Las Torres.","<p>Trekking up Valle Ascencio to arrive at the Torres del Paine lookout is the highlight of the <a href=""/w-trek-torres-del-paine-page/"">W Circuit</a> or <a href=""/full-circuit-torres-del-paine/"">Full Circuit</a> in Torres del Paine National park. Located at the East of the park, this viewpoint looks straight out onto the three granite 'torres' from which the park takes its name and beneath them, a still grey-blue lake.</p><p>After having made the 2-hour journey by bus or private transfer into Torres del Paine National Park from <a href=""/landmark/puerto-natales/"">Puerto Natales</a> the day before, this day-trek up to the look-out (which is included in almost every operator's itinerary) starts from the base of Ascencio Valley, at <a href=""http://blog.swoop-patagonia.co.uk/articles/75400-a-beginners-guide-to-the-refugios-of-the-w-circuit-in-torres-del-paine-hosteria-las-torres"">Refugio Las Torres</a>/Camping las Torres or Hotel Las Torres.</p><p>The hike up to the look-out is considered by many as one of the most difficult days&nbsp;on the Full Circuit, alon<span style=""color: inherit; line-height: 1.42857143;"">g with</span><span style=""color: inherit; line-height: 1.42857143;"">&nbsp;</span><a href=""/landmark/paso-john-garner/"" style=""line-height: 1.42857143;"">Paso John Garner</a><span style=""color: inherit; line-height: 1.42857143;"">, as you ascend some 800 metres. It takes roughly 4 hours to reach the Torres del Paine viewpoint from the start of Valle Ascencio, a pretty windy place to trek in Patagonian summer so make sure to bring a windproof jacket if you're there between October to March. It's also important to bear in mind that the last 45 minutes up to the look-out are a steep uphill climb over rocks and sandy terrain, and many hikers take trekking poles to help their knees on the way back down.</span></p><p>After trekking up to the look-out, hard-core climbers can continue up along Valle Silencio, past Campamento Japones and through dense rainforest for views of 'los Cuernos' mountains, Escudo (the Shield) and Fortaleza (the Fortress), as well as the back of the spectacular granite spires, Las Torres.</p>",chile/torres-del-paine/torres-look-out,Viewpoint,,https://imgix.swoop-patagonia.com/Torres.jpg,-50.94447628,-72.94861794,Patagonia,Torres del Paine,,,,,
Torres del Paine National Park Administration Centre,"The primary administrative headquarters for Torres del Paine National Park in Chilean Patagonia, managed by the National Forestry Corporation (CONAF). This main office and visitor center is located in the Lago Toro sector, about 145 km from Puerto Natales and 33 km from the park's main access gate (Sarmiento gate), providing essential services, information, and environmental education.","<p>The primary administrative headquarters for Torres del Paine National Park in Chilean Patagonia, managed by the National Forestry Corporation (CONAF). This main office and visitor center is located in the Lago Toro sector, about 145 km from Puerto Natales and 33 km from the park's main access gate (Sarmiento gate), providing essential services, information, and environmental education.</p>",,Attraction,,,-51.2175073,-72.97086,Patagonia,Torres del Paine,,,,,
Trelew,"Found in the Chubut Province on the eastern coast of Argentinian Patagonia, Trelew is one of the Welsh cities in Argentina and has a large and recently refurbished airport servicing the region, with flights to Buenos Aires taking just under 2 hours. Trelew itself is a large industrial city processing wool and was founded in 1886 by Welsh settlers who also established many other towns and cities in the area such as Esquel, Gaiman and Rawson. There are some wonderful spots to visit not far from Trelew including the Peninsula Valdes, a wildlife haven for whales, penguins and seals, which was declared a UNESCO World Heritage Site in 1999. In order to reach Puerto Piramides, the only small town within the Peninsula, it's best to take the bus to Puerto Madryn (45 minutes) and from there to Puerto Piramides (30 minutes). Find out more about visiting Peninsula Valdes &gt;&gt;","<p>Found in the Chubut Province on the eastern coast of Argentinian Patagonia, Trelew is one of the Welsh cities in Argentina and has a large and recently refurbished airport servicing the region, with flights to Buenos Aires taking just under 2 hours. Trelew itself is a large industrial city processing wool and was founded in 1886 by Welsh settlers who also established many other towns and cities in the area such as Esquel, Gaiman and Rawson.</p>↵<p>There are some wonderful spots to visit not far from Trelew including the <a href=""/landmark/peninsula-valdes/"" target=""_self"">Peninsula Valdes</a>, a wildlife haven for whales, penguins and seals, which was declared a UNESCO World Heritage Site in 1999. In order to reach <a href=""/landmark/puerto-piramides/"" target=""_self"">Puerto Piramides</a>, the only small town within the Peninsula, it's best to take the bus to <a href=""/landmark/puerto-madryn/"" target=""_self"">Puerto Madryn</a> (45 minutes) and from there to Puerto Piramides (30 minutes).</p>↵<p>Find out more about visiting <a href=""/peninsula-valdes/"" target=""_self"">Peninsula Valdes &gt;&gt;</a></p>↵<p>&nbsp;</p>",argentina/peninsula-valdes/trelew,Town,,,-43.24820368,-65.30788422,Patagonia,Welsh Patagonia and Ruta 40,,,,,
Tronador Volcano,"Tronador, 3,478m, is an extinct volcano on the border between Argentina and Chile, near Bariloche. It’s a popular mountaineering destination and in both the Nahuel Huapi National Park in Argentina and the Vicente Pérez Rosales National Park in Chile.","<p>Tronador, 3,478m, is an extinct volcano on the border between Argentina and Chile, near Bariloche. It’s a popular mountaineering destination and in both the Nahuel Huapi National Park in Argentina and the Vicente Pérez Rosales National Park in Chile.<br></p>",,Volcano,,,-41.161,-71.8881,Patagonia,Argentine Lakes,Chilean Lakes ,,,,
Tucker Islets,These small islands lie in the Magellan Straits and can be seen on an adventure cruise. Excursions on Zodiac boats take you up to the Tucker Islets to see the native Magellanic penguins.,<p>These small islands lie in the Magellan Straits and can be seen on an adventure cruise. Excursions on Zodiac boats take you up to the Tucker Islets to see the native Magellanic penguins.</p>,regions/tierra-del-fuego/tucker-islets,Island,,https://imgix.swoop-patagonia.com/Tucker_Islets.jpg,-54.177909,-70.275131,Patagonia,Torres del Paine,,,,,
Tyndall Glacier,"Tyndall Glacier or Geike Glacier is one of the largest glaciers in the Southern Patagonian Ice Field. It is located in the Torres del Paine National Park, Chile. The glacier has its main calving front in Geikie Lake and like its neighbor, Grey Glacier, it has been significantly retreating for the last years.","<p>Tyndall Glacier or Geike Glacier is one of the largest glaciers in the Southern Patagonian Ice Field. It is located in the Torres del Paine National Park, Chile. The glacier has its main calving front in Geikie Lake and like its neighbor, Grey Glacier, it has been significantly retreating for the last years.<br></p>",,Glacier,,,-51.24948875,-73.28294679,Patagonia,Torres del Paine,,,,,
